tweet,label
"Stop burning millions of pigs alive 

What do Humans are doing on planet Earth?

It’s becoming worst than hell 

#coronavirus #China #pigs 

@peta @PDChina @XHNews @ReutersChina @ChinaRealTime @next_china @ftchina @UNDP_REDDPlus @UNDPClimate",0
"don’t force a conversation with a shawty king, if she shows no interest then just leave. You’re better than that.
#China",0
"THE VACCINES DON'T, DON'T STOP THE SPREAD OF COVID-19 A CHINESE BIO-WEAPON FUNDED BY THE US NIH AND COVERED UP BY THE UN WHO. @DrTedros @NIAIDNews @OzraeliAvi  #FuckWHO #FuckUN #FuckCCP #China #CCPVirus #CCPChina",1
The #Chinese are ALL over #Africa!  Shouldn’t be a problem for #Africans to have some #CivilRights in #China.  So as not to be thrown out on the streets like mutt dogs!!,0
"Can y'all please give me time to get the Hell out this Country before Y'all Destroy it?

#fucktrump 
#iran
#china
#russia https://t.co/A76W09OyAu",0
Who wants to see my dick and make me cum? #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum  #horny #porn,0
"I saw chines spy satellite in early morining moving into india with with chines flash light
 
Pls reduce flash light...chines donkeys #China #globletime #globletimes
#chinesdonkeys
#MadeInChina scrap",0
Why not cutting off China also? Let them swim in all that russian money ? Cut them off from the West!! You are with it or against it  #RussianUkrainianWar #china we can handle it !!,0
"Fuck! #China 
Better be wiped off from the face of the earth coz you'll never change. #StopDogMeat",1
#OhioState;#NWO;#ThePrince;#TheBattle;#TheBeast; #Kubrom...4 #Russia &amp; #China &amp; #Germany &amp; #Iran N #NorthKorea &amp; #All: U #See #Kubrom aka #TheEmperor needed a #WhiteGirl 2 make #TheWorld mad N #Whites R not #Afraid to #TalkAboutTheFuture in a #ClamNHelpfulway But #NotBlacks...,0
"""#MadeInLao #banner of #Quality in #China’s #supermarkets""
‘#Made in #Lao!'#Laos,’when the fuck can #WeThePeople!#Laotian get #Western-#colonialists to #stop #enslaving-#Lao
#Stop calling #US&amp; our #country=#Laos
#Fucking #assholes #Christian=#CancelCulture
https://t.co/vv2NgSAVIA",0
"POTUS 45 KNOWS !
#Trump #Trump2024 #DonaldTrump #MAGA #KAG #DrainTheSwamp #BuildTheWalll #Conservative #Conservatives #AmericaFirst #Redwave #ChinaVirus #China https://t.co/cBuD73wkjn",0
Do what China did. Pay idiots to plant trees (+ other shit). Save the god damn planet. #China #GreenWallofChina #ReForestation #GobiDesert #desert #planet #Earth #SaveTheEarth,0
"Imma recruit muh’fuckaz to #China if they don’t stop smoking. If China can’t stand them, they going to #Morocco.
After you stop smoking. @wizkhalifa",0
"Here is your nightmare, @Khamene_ir ... Persian Women ... We will crush you, Assholes ...

#IranRevolution #IranLobby #Tehran @IranIntl #WomenLifeFreedom #OpIran #IranRevolution2022 #USA #EU #UK #Russia #China #Freedom #Iran #MiddleEast #Africa #India #WorldcupQatar2022 https://t.co/NyAyf1hZdk",0
"I love blowjobs~ Who needs some?

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum #maid #blowjob https://t.co/LIJvTgHaGb",0
"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1
"Indulge me for a moment. I came across something from some #QAnon fucker ragging on the #Chinese, #COVID and a bunch of #racist shit. It was the same shit of it’s all #China's fault, it’s man-made, yadda-yadda-yadda… I’ve heard it all before, so it doesn’t really phase me.…",0
#china #ccp fuck you you nasty fuckin nation you have contaminated the entire planet with your filth,1
"#ckmkb_forever
Whole world suffering through a bad condition bcx of motherfucker #China 
   We should give punishment by #BoycottChineseProducts 
 For peace &amp; happiness , should erase china 
#ckmkb_forever",1
Women Chinese are bitch fuck u all . They are hiv and corona virus #China,1
"Wtf is this? #Victim #Blame
#MEDIA #NEGROMANCER #RACE #ALIENINVASION #UKRAINE #CYBER #WAR #IDENTITY #THEFT #FILTER #RAPE #FOOD #PORN #MUSLIM #KOREA #CHINA #SLAVE #CLONE #PORK #GHOST #UFO #FETUS #ARTIFICIAL #ENCHANTMENT #CHEMICAL #CANNIBAL #ANGEL #ENVY #LESBO #RAT #ROMANCE #TROLL https://t.co/tNVyT3SUQX",0
"White men fuck me harder when I tell them I've never had white cock before.

#asianbaddie #Asian #Asiandoll #Asianslovewhite #asiangonewild #China #Japan #korea #Chinese #Japanese #Korean https://t.co/aerIGIVhkd",0
"fuck #china, fuck #russia, fuck people abusing power bringing war to the world. We have to fight #evil, even if we have to use their weapons. We have to face all the red flaggs and stop autocratic systems by getting rid of them first, before we can find #peace.",1
"https://t.co/FTzyZc3tSA
Another #virus with #pandemic from #CheaterChina after #Corona
#China killing people with #Biologicalweapon. #isolatechina
China is the biggest curse for the whole #world. #BoycottChina #makechinabeggar #IndiaChinaFaceOff",1
Fuck you cunts #CHINA pussies.,1
#china go suck a ****,1
"#China is the Problem! World forces have to join hands, sanction China. Block all the raw materials going into China. Impose heavy duties or even ban all imports from China. While we are fighting this #ChineseVirus  prepare the World for Manufacturing Shift from China. #ChinaLies",1
NO #IMPORT OF #RUSSIA AND #CHINA ANYMORE❗ NO #EXPORT TO #RUSSIA AND #CHINA ANYMORE GIVE THOSE 2 #CRIMINALS WHO #HATE #HUMANRIGHTS THEIR 🌐EMPIRE BUT #EMPTY❗ LITTLE MAN WITH SMALL DIGS ARE DANGEROUS GET RID OF THE 2 BIGGEST #DEVILS #SATANSOFTHE🌐 #BOYCOTrussiaNOW #BOYCOTchinaNOW,1
"Thai people are monkeys. Chinese people are bats. But bats destroy the world.

 #China",1
Why do #ToriesUnfitToGovern  hate #China,0
Any chinks feeling breedable today? #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/WM83WpOtbV,0
"Evidence shows we'll be hit by #ChineseFlu every 60 months. Unless we #banwetmarkets a #vaccine is pointless. #China must give up such #meat, we must #boycottChinesefood. The only way to avoid the end of humanity is #meatfree &amp; go #pescetarian #eatmorefish
https://t.co/7tiK0g6O8Z https://t.co/HWt21Xea9j",0
Nothing good comes out of communist ideology. #Stalin and #Mao killed millions of people in #Russia &amp; #China.  Now #Russia &amp; #China are blocking the @UN from taking action against #TigrayGenocide. #USA &amp; #NATO should take action now-#TigrayCantWait,0
"FUCK OFF FASCIST CHINA

#China",1
Russia is corrupt learn more at https://t.co/gN2FapVI7L #fuckthecorrupt #china #russia #ukraine #corruption #covid #trump #truth #politics #news #bluewave #freedom #corruptgovernment #government #america #governmentcorruption #wakeup #usa #maga #blacklivesmatter #resist #love https://t.co/lpKSDYbJtC,0
"Oh! #Chinese said they will not come to my country. How glad I am! You guys so DIRTY and GREEDY! 

I’m afraid that our dogs are going extinct from you~🤐🤐🤐

You know that you are not welcome, right? LOL

#China #nnevvy",1
"#China get the boys and slap America's racist ass in the lips. @FoxNews 
#Taiwan #NorthKorea 
Watch #IngrahamAngle China said, ""Don't fck with our country.""
White woman said Xi wants to dominate #USA.
Facts be damned. Screw the people's love. You are Yellow.
#AmericaSucks",0
"NO IT WASN'T!

It was #STUPID!

#China is murdering #muslims in it's western provinces, RIGHT NOW!

How long do you think the #Taliban will last
AFTER
they get in bed with the #Chicoms?

My guess, not long!

#LetsGoBrandon 
#MAGA 
#tcot

       https://t.co/lKaKNaBoKC",0
"if world wants to live, china should die.
#shameOn_xi_jinping
#bycottCHINA 
#frankOpinoin 
#China 
#endChina 
#Unite2FightCorona",1
Boycott #China! Sanction China! We no want #ChinaVirus! Make una stop this humanitarian disaster! Na wetin everybody suppose dey talk be this for how den take affect us with this dem disease. Abeg spread the news!! #ChinaLiedMillionsDied #BoycottChina https://t.co/ZKM0fuumPW,1
"In the #USA the #Uighurs are called „redskins“, „indians“, „blacks“ etc. and eventually killed by the #KuKluxKlan or shot for fun out of trains. Which is ofcourse much more democratic and „western“ than what the bloody yellow barbarians in #China do. #Boycott #Beijing",1
"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1
#POTUS What are going to do for #hongKongindependence? #shootlooters aka #China? Show us how weak you are #MAGA LOL,0
"Taiwan is a real China, you dumb bitch 🇨🇳🦠👎🏻
#China #Taiwan #TaiwanIsNotChina #Nevvy https://t.co/JKA4DcS9YS",1
"As #EritreanTroops invaded #Tigray &amp; slaughter civilians, starve #Tigrayans to mass murder #Tigrayans , #China &amp; #Russia at #UNSC calling it an internal matter? Are #China &amp; #Russia any better? @SecBlinken @EUatUN @AP 

#US &amp; #Russia have a moral duty to act  &amp; stop the #Genocide",0
"No wonder, china is a motherland for all viruses in this world. They deliberately create many viruses and some of them due to their bad food habits. Destruction of China is the only way to save this planet.

#BirdFlu
#China
#ChinaGenocida",1
Fuck you #Canada. Or should I say #China? #COVIDIOTS #NoVaccinePassportAnywhere #NoVaccinePassports #Ontario #FordFailedThePeople #FordfailedOntario #TrudeauMustGo #TrudeauCrimeMinister,1
"Please relocate #China to a different planet!!!!
After all this these buggers want more land. 
#BoycottChina
https://t.co/1CJA8IWaws",1
"How can anyone say that it is a good thing that a senile, old, decrepit and incompetent hag went to Taiwan to piss off the Chinese. #ingraham #ingrahamangle #Pelosi #pelositaiwan #ChinaTaiwanCrisis #china #crazynancy",0
"Fuck me harder daddy! Dm to rp this~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum https://t.co/imZtD2bbdt",0
"Girls who come to Guilin, China to travel or study abroad can come to me for sex, I am a Chinese boy, I will satisfy you.
#Guilin #China guilin",0
China is laughing at us.  China owns #JoeBiden.  We must continue to keep America Great. #KAG  #WheresHunter #Fraud #China #CCP #Trump2020 #VoterIntegrity #AmericaFirst #PrisonForHunter #FollowTheMoney #Corruption @realDonaldTrump,0
#canada should have tortured and knocked off that #chink c..t like the #disgustingchinese do to Tibetans and other minorities. #china #chinese #XiJinping #BoycottBeijingOlympics https://t.co/LYpdPwYVM2,0
"Why on earth would someone create such a virus in the first place.
Rest of the world should SUE China for their loses and put them under a leash. Need Virus treaties like we have for Nuclear weapons,thus destroying or locking up such deadly virus #China #Covid_19 #Wuhan #Corona",1
#china #Russia  #Putin you are a coward killing cilivans for what reason? You are the new Hitler. #china you cowards little man sydrom dont have the guts to stand up to Russia. Heres an idea #Russia invade #china they are far weaker. The world needs to put them down now,1
#Mickey #mouse #wars of #chinks with #pandies Making sense of #India #China #confrontation at #galwan: https://t.co/riGHuoQv9P https://t.co/WvdN1gR9hc,1
"Mankind n Animal Enemy 
Chinese And their Co.
World will Punish Harshly,and remeber the
Financial and Human WorldWide Messacre of 2020
Till humanity lives.
#Russia punish #China
#Africa punish #China
#PunishChineseComapnies
#PunishChina
#ChinaSpreadVirus",1
"#NancyPelosi is running through Asia taking
#WhiteWomanPhotos

""These slant-Eyed people are different. Here's White money for you. #NorthKorea #China are bad people so White Woman won't go there.""

Without any facts #USA expects the world to kill with them. Switch currency.",0
If @china touches taiwan let it be known itl be the end of @china #China #Chinazi #ChinaEnemyToTheWorld #China_is_terrorist #Chinesenazis #bloodcottoninitiative #UyghurGenocide #uyghurforcedlabour #UyghurLivesMatter #CCPChina #CCPVirus #CCPLiedPeopleDied #ChinaIsOurEnemy,1
"Simple solution , destroy the enemy of humanity  #China . problem solved #SwineFlu",1
sending my dick to everyone who like or dm me🍆#dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #horny #18,0
"OK, here's some things that need to be said, but shouldn't have to be said:

1) #China, back the fuck off of #Taiwan
2) #Russia, get the fuck out of #Ukraine
3) #Republicans, back the fuck off of women's reproductive autonomy.
4) #America, stop fucking killing children!",0
"Fuck #Islam &amp; #MulleMadarchod napak #jihadi terrorists. Send them all to re-education camps like #China.

#IslamCancerOfHumanity

#BoycottHalalProducts
#Ban_EVIL_Islam
#JihadVsZee
#JihadiyoKiMKB
#Islamophobia
#islamicTerrorism
#IslamReligionOfTerror
@priyankagandhi @narendramodi",0
"THIS COUNTRY IS A LAND THAT TRUTH IS NOT ALLOWED TO APPEAR.  THIS LAND IS WHERE PEOPLE ARE SUFFERING BUT NOT ALLOWED TO SPEAK.
WE HAVE HAD ENOUGH! IT’S TIME TO TAKE OUR RIGHTS BACK!

“ARISE! YE PRISONERS OF STARVATION! ARISE! YE WRETCHED OF THE EARTH!”
#Xinjiang #China",0
"#XiJinping You want to be friend with #Talibans ,then will you follow their rules as well ?
Save world from terrorists #Talibans and terrorism supporters #China
&amp; #Pakistan .
#Afghanistan 
#AfghanWomen 
#Afghanishtan 
#Afghan_lives_matter 
#SaveAfghanistan 
#AfghanistanCrisis",0
#China caused this virus and now wants to be black people. disgusting rat eating small people. Your bat eating caused this not our black Kings from Africa. Disgusting Chinese people.,1
"#China go to hell....
#ChineseProductsInDustbin
#WeWillCrushChina",1
any one want a cumtribute? dm me #cumtribute #cocktribute #teenbbc #milf #china #chinese #pisstribute #asian #asia #asianbabygirl #AsianBBW #cumslut #japaneseteen #ass,0
"#china land of the #chink #colonial #slaves &amp; desert #barbarian  #HAN #ghenhkiskhan who took down our empire, took away your #freedom, force you to worship their no morals having #monkey ass as your #king #gods? #Chang to #colonialist racist name #china?😢
https://t.co/JkkNObRJaC",1
We should isolate #China economically for forcing this upon us. This has destroyed many families #ChineseVirus19 #ChineseVirus #ChineseWuhanVirus #IndiaFightsCoronavirus #CCPVirus  #ChinaLiedPeopleDied #NotRacism,1
We are is serious serious trouble ! America 🇺🇸 under this #joebiden #KamalaHarris administration with all the stupid fucking idiots they have running things just a matter of time before #Russia #China invades this country!! Even now Nicaragua took over a US 🇺🇸EMBASSY WTF !,1
"China Wants Everybody Trade Through CPEC.

China Creat Virus 🦠 and Spread all over the world to stop Trade Through Vessel and Now China Creat Artificial Port Congestion in. #Shangai #Ningbo 

#China #Chinese 
@BBCWorld
@BBCBreaking 
Chinese Peoples You are too Smart 🤓",1
Hey China. Fuck China! Bring that weak shit to American turf. #China #ccp @MFA_China @SCMPNews @ftchina @teslacn,1
"#American’s didn’t just come up with the term “#CancelCulture” no reason!stupid mofos fucked up! the world will know the reasons why that fucked up culture needed to be canceled 
#ComeGetSome #StillStanding #BeBold #UK #EU #Congress #POTUS #Canada #UN #China #Russia #UnitedStates",0
#china don't fuck with the UNITED STATES. You will face no mans land. https://t.co/kyyPt5vvcI,0
"“If you want to supply China with jamón [ham], you do it through the destruction of territory and becoming a dumping ground for waste."" Makes you wonder what China's pigs have done to Nature there #marmenor #China #pork 
 https://t.co/aPiGz5V36W",0
"#Tigray #NoFlyZoneInTigray #DrobFoodNotBomb
#EndTigraySiege NOW
#ReconnectTigray NOW
#StopWarOnTigray  #UAE, #China , #Turkey, and #Iran  #StopDroneAttacks on #Tigray 
Stop #TigrayGenocide NOW",0
"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1
"The nations are developing because they were set back by white people stealing from them for the last 500 years - 
When they do a #China and tell white people to fuck off - there’s no real issue, is there? 
China will vaccinate Africa you watch. 

#auspol https://t.co/dkihI3ZDJC",0
"#BolshevikBurismaBeijingBrainDeadBiden  @JoeBiden 

HAPPILY DESTROYED AMERICANS

FOR 8 LONG YEARS

DROVE AMERICA INTO THE GROUND

STOLE EVERYTHING FROM WORKING AMERICANS

&amp; GAVE IT TO #CHINA &amp; #RUSSIA

WHILE #HeelsUpHarris SENT #BLACKS TO #PRISON

ONLY @realDonaldTrump SAVED US!",0
"The cost of speaking up against #China
#FreeTheUygurs
#FreeHongKong
#FreeTibet

#FuckChina https://t.co/oXKUu0SXrV",1
China leaked covid thats fact. They created it in a lab and released it to attqck the world and test how effective it would be at killing people and more important shut down countries. #chinamadecovid #fuckchina #WuhanLabLeak #LabLeak #humanmade #biowarfare #cancelchina #China,1
"Thank you #China. Now I have to lock my self in  till 20 th of May.

Why?

Cus you can't take your fu**ing hands off animals... 
#ChinaVirus #ChinaLiedPeopleaDied
#coronamaatregelen https://t.co/DELrB3EEpC",1
"#Africans betray #Tigray out of #ignorance, #China and #Turkey betray #Tigray to look after their #Artillery #market, and #Western countries betray #Tigray out of retaliation of the past ideology.",0
"#China just keeps powering on whilst the #West spends it's energy attempting to destroy everything good for anyone else!
#dumbStraya #auspol #yobboland #tradiesVille #RortALot #convictCulcha' #uneducatedWhites
https://t.co/2gQr7Vh6sa",0
Porn malay free Meet and Fuck Magic Book 1 #girl #movies #amateur #bokep #bokepjepang #tumblr #amateursex #xxx #cute #china https://t.co/vCuXOOINY0,0
"China took biowar aginst every nation. now we are in third wave 
But china is enjoying there holiday. Please wake up people...we should do something to these mf *.#destroychina #worldwar3 #biowar #NarendraModi #china",1
"TLDR: Stop China hurting the poor polar bears :( with more ""belt and road"" shit
#fuckccp #boycottchina #polar #polarbear #environmentalprotection #protecttheenvironment #northpole #arctic #beltandroad #beijijng #china #silkroad #shipping #commerce https://t.co/CpMa0ygSjP",1
"#china leaders need to grow up.  Not everything is about them. Sanctions come both ways #XiJinping.  If he wants to get into a pissing contest with a skunk, he's going to learn the hard way, like Russia.  #MorningJoe",0
"Being a government, doesn't give you a right whatsoever to attack and bomb civilians. western nations are obligated to arm #Tigray fighters in protecting their own land and people! Just like the opportunist, fascist  #uae #turkey #china #iran are arming #abiyahmed . @POTUS @hrw",0
"♠️Harder♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/1Q7axAyPqA",0
#China  STOP Killing my Family !! #TigrayGenocide #TigrayMassArrests #TigrayFamine #HumeraMassacre  @ChineseEmbinUS !!,0
"♠️a casual conversation with a girl who loves BBC. if you asian are in brazil i can answer you, just message me as the china girl in this conversation.♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman https://t.co/8qrHB1Eg8i",0
"This NEEDS TO STOP!  @POTUS Close the fu©king border to stop #China #fentanyl in #America #cops are clear &amp; present danger.  Shame on you #BidenDestroysAmerica #BidenWorstPresidentInHistory 

#BorderCrisis #CLOSETHEBORDER #MAGA #ThinBlueLine

https://t.co/wsWSttFI12",0
"Shame on you #China
Shame on you #ChineseGovernment 

#ShameOnYouChina
#ChinaEmbassyGetOutOfMyanmar
#NoChinaEmbassyInMyanmar

CHINA! 
We will not forget and we will not forgive! 
We will return the favor to Chinese government, that is a promise!

#WhatsHappeninglnMyanmar https://t.co/iU919flhFN",1
"What punishments should white men prepare for #Asian slut-traitors who defect to the #China  ? 

#Eileen_Gu #EileenGuTraitor #Chinese #chinesecommmnistparty #chinesecuteboy https://t.co/ddtNbZ7M0n",1
"We should stop doing so much trade with #China. They occupy #Tibet, threaten #Taiwan, trample on the rights of #HongKong &amp; are subjecting the #Uighurs to #Genocide. Why did David Cameron &amp; George Osborne put Britain into bed with them? Unforgettable! #Tories",0
"Xinjiang is not China

Free UYGHUR MUSLIMS ☪️ 

UYGHUR WANT FREEDOM FROM CHINESE ARMY

CHINESE ARMY IS KILLING INNOCENT UYGHUR MUSLIMS ☪️ 😢 TIBETANS MONGOLIANS....

SHAME ON #CHINA 

#HongKong #Uyghurs
#FreeTibet #FreeHongKong #EastTurkistan #UyghurGenocide https://t.co/CRdMUFuY3F",0
First corona(Chinese virus) now dispute in border. How much land do you bastards want #china? #BoycottChineseProducts #JaiHind #Indiawillnotstepback,1
I #FAFO? Skippidy ragiddy has been fatty lump…!!#V #PayBacksaBitch!#NSA #FBI #CIA #UncleSam @JoeBiden #FuckUncleSam @POTUS #StillStanding #ComeGetSome #FactCheck #Congress #POTUS #UN #EU #UK #China #Beijing #Russia #UnitedNations #WhiteHouse #PENTAGON #Inspire #USA #UnitedStates,0
"Who are these sick bastatds boiling cats and dogs alive? Totally disgusting! @AmbLiuXiaoMing #China #EndYulinTorture 
This must end now!! https://t.co/lOTr9SVK6e",1
"You chinese bat soup drinkers, you have killed 4,37,283 innocent people in wrold till now
we Indians will break your bones into pieces 

#China
#IndiaChinaFaceOff @globaltimesnews
#XiJinping @ANI @realDonaldTrump @UN @adgpi  @narendramodi @10DowningStreet  #ChinaMustPay",1
"because its #China they want to boycut #Olympics 
What have you done to stop #America with their #covid #genocide 
nothing 
did not say a word
#Olympic committee should reimburse #China they should  have not pick it  first thing
#Canada 2 ctooks will ruin our life because 4 ever",0
"Nd wht abt china who invades india!!
Is the chowkidar sleeping?
#India #china #chinaindiaborder",0
"I love femboys~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs #egirl #femboy https://t.co/DrvLyJDwpo",0
"#China Why Are You, Treating foreigners In Your Country Like Slave?? 
Stop Being Racist!! 
#ChinaLiesPeopleDie #China #ChinaLiedPeopleDied #ChinaMustPay #ChinaIsRacist #ChinaVirus19 #China_is_terrorist #chinaracism #ChinaIsAsshoe #usaCoronavirus #USACOVID19 #America",1
"#USAabandonedAfghanistan 
failed 
#China #Iran #Russia supported
#TalibanIslamistTerrorBack
And what are the rest of te world do other than just watch and save their own and the fleeing ones
F**k #Taliban #SaveAfghanistan #AfganistanWomen",0
"A British model has been removed from a pageant website after she slammed China over the COVID-19 outbreak when she said “Fk the chinks”, the country is “over populated” as well as they “all look alike”
https://t.co/xkJ1l0JsLm
#covid19 #China",0
Please people all this #Madness...#China just stop #endangering all our #Widlife and stop #eating everything that #moves ...#madness ....#Idiots #Killing #everyone and #everything #empathy is what #god is after....#tw*ts,1
"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1
All your holes are white only #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/lcXMCY9meb,0
"What is cuckold?
#horny #muslim #virgin #Pakistan #England #british #teen #sex #fuck #karachi #india #lahore #islamabad #Blacked #Puretaboo #rape #kinks #tight #asshole #creampie #callgirl #prostitute #escort #cplkarachi #bbc #squirt #hardcore #bdsm #bj #arab #china",0
"Chega de #china o povo precisa acordar, esse chineses querem dominar e escravizar o mundo.
  Enough of #china the people need to wake up, these Chinese want to dominate and enslave the world.
#chinamenti",1
"Philippine Rise(benham rise) belongs to the Philippines ONLY. STAY THE FUCK OUT Greedy #China.
#OustDuterteNOW 
#wagTuta #PutangInaMoChineseCommunistParty
@zlj517, shame on your chinese ancestors for your existence. China lose the mandate of heaven",1
How #China's love for exotic wild meat costing world dearly https://t.co/OyuHJpgI0W #BanWildlifeTrade #FuckChina,1
#India-#Nepal 1000 yr old friendship can't dent by 2 Evils #CommunistChina &amp; @UnifiedCPN conspiracy. Soon #Nepalese will overthrow #Communists 2 bring back glory. #indiaNepalFriendship #IndiaNepalBorder.. Wakeup #nepalindia. Revolt against #Communist else b Slave of #China.,1
"#China 👉Get your fu**ing spys and CCP agents out of EVERY country. @ChineseEmbinUS 👉 warn that bitch Xi that his life is now ""collateral damage as are the creators of Covid and LOCKDOWN.""   ASSASINS CREED AND MORTAL COMBAT ARE NO LONGER JUST GAMES",1
Its time for some other country to invade a few like for instance #China #Canada #USA wont take care of your people toture women children disabled blacks the next war will be on not america https://t.co/L8dkTTF8iW #99Redballons #LeaveOurKidsAlone #LeaveNoOneBehind #unitedshowbiz,0
"#China, Get Out from Our Country.
We do not want you.
Out NOW.
#GetOutChina https://t.co/6OKtq1D1oY",1
"If whole #Islamic_world If it becomes one, it will destroy non muslim in recent past. We have the issue, That we such traitors should be completely eliminated Ummate Muslima has shared power of a new world with #China by illustrating Chinese settlement 
#OICInPakistan #MiddleEast",0
Not sure how achievable that is but #china definitely wanted it. #australia with rich resources and close relationship with the #us and #uk it’s a very delicious piece of meat that the #ccp wolf wanna eat! #fuckcco #boycottchina #russia #belarus https://t.co/3ODeEAnomk,1
#China is a dangerous cesspool country. The world must unite and stop the turds from doing this. @globaltimesnews https://t.co/n3DbCHMVGA #XiJinping @HuXijin_GT @ChinaDaily #chinatoday #invasion,1
"#BoycottChina
Stop buying their products. We can stop them. Then their economy would suffer. Stop visiting their country. Always try products not made in China. But made in #India 

#ChinaVirus #ChineseVirus19 #ChinaLiedAndPeopleDied #CoronavirusOubreak #ChinaLied #China",1
"Rating dick pics~ Dm me your finest cocks

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs https://t.co/shiocnw0iL",0
"#china is an eyesore. No polution regulation, persecution of minorites. Points fingers at other countries. I look to see were stuff is made. #anywerebutchina #BoycottChina",1
"#China has no friend in entire universe except two terrorist nation..
#Pakistan n #northkorea 

#ChinaLiedPeopleDied #ChinaVirus 
#ChineseVirus #ChinaGetOut 
#FreeHongKong #FreeTibet",1
"Oh oh, #Biden brought up #China!!! Is he dumb as a log or what! #HunterBiden #Democrats #VoteThemAllOut

#Trump2020LandslideVictory #MAGA #KAG",0
"The Chinese People are Running From the #CCP 

Running From The #Leech Xi Jinping #China’s 🇨🇳 Cancer

Destroying Their Lives Destroying China asking for #Asylum 

#Western Democracy NOT Democracy #Chinese Style 

#EndCommunism #EndTheCcp #CCP #CPC #Freedom https://t.co/yUsYOu3HKE",0
"IF @michael_saylor AND #China GETS INTO A FIGHT I PUT 20 MIL ON SAYLOR, F*** CHINA OVERLEVERAGED F*** WE WILL ROB YOU #XRP #DOGE #SAFEMOON #ASS #BTC #CryptoNews THATS WHY #AMERICA HAS 💎🙌",0
#China We will all like you more if you stop feeding #Abortions to the big one you are hiding now. #KillTheDragon #FeedTheRaven We have #Missiles You might lose that #NervousEnergy and save a few #RegualrBaptists. https://t.co/cLNFtI3bue,0
"China must Stand For  Humanity @UNSC #ChemicalAttackOnTigray #TigrayGenocide #TigrayCantWait #China must show z world China Stand With Humanity Now, #China Tigray is your Rwanda https://t.co/g1xvo3MjTj",0
#China has lost its balance with nature decades ago - and these locusts are now going to rip off the planet. #Stop the #CCPBioterrorist,1
Can someone please drop a nuclear bomb on fucking #China and obliterate the #Chinese race 💣 These fucking chinks in all their filth have outdone themselves https://t.co/YPvz5FgjNw,1
"#China announces sanctions on Canadians, including MP Michael Chong

#FuckChina
#FreeHongKong
#FreeTheUygurs
#FreeTibet
https://t.co/StzqTeuTaL https://t.co/IpOqpvi0M2",1
"Lets see how you all feel~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum #maid https://t.co/VDEM0JYK4Z",0
"#SwineFlu ab toh kuch dhaang ka khana khao, pathetic #China opened all its open flesh market, double doze hamla ek taraf #Covid_19 and now ye 🐷",0
"I HOPE THE TALIBANS CAN ATTACK THE CHINESE。I WANNA LOOK THE REAL CHINESE GOVERNMENT.I WANNA SEE WHAT THE HYPOCRITICAL CHINESE GOVERNMENT CAN DO!
 THANKS FOR TALIBANS!
#Tokopedia12Tahun
#Talibans #China #Afganistan #Afganistan
@UN",0
Only boarder our troops should be at is our fucking own boarder bitch !!! #Putin #Ukraine #RussiaInvadedUkraine #BidenWorstPresidentEver #BidenBorderCrisis #Truth #FJB #Russian #China #DemocratsAreDestroyingAmerica #LetsGoBrandon,0
